Voter Wallet Address,Application ID,Project Name,Assigned votes
Badgeholder 1,1f64b8a1-bdbe-4068-8711-603b6624fb58,Forest,25000
Badgeholder 1,28288464-b209-4206-84ac-d3d47b340169,Spacescope: API service for the Filecoin ecosystem,30000
Badgeholder 1,2bd98798-00fc-4ee2-846b-543627dfae0c,Beryx Filecoin API,20000
Badgeholder 1,32c9890d-111f-4652-92ae-4d538018f11c,Secured Finance ,60000
Badgeholder 1,4499d1d8-a659-41f0-a8ee-845813d3c316,Blockscout Open Source Filecoin Explorer,20000
Badgeholder 1,4c103024-a6f6-4419-99ac-f73ae6280d84,FIL-B (FIL Builders) DX and Community,35000
Badgeholder 1,62ab931a-d667-41c4-a9f6-0dd33986675b,Chain.Love,25000
Badgeholder 1,6a76818e-f2da-4094-a94d-b781e841c0fa,FilPonto: Public goods chain infrastructure & collaborations support for Filecoin,60000
Badgeholder 1,7a2776ec-ce9a-4654-bec4-fcfd5d8417ba,FilOz – Advancing the Filecoin Protocol,30000
Badgeholder 1,8d43236b-7b9a-4559-b9e2-d9c1e6613df4,"Lotus, Builtin Actors, and ref-FVM - Core Filecoin Protocol Implementations",20000
Badgeholder 1,99448aa8-08fc-4ada-afce-ff05457fe5b8,Axelar Network,30000
Badgeholder 1,a5306256-ea84-45ed-9587-f4f3ed403e6e,Safe on Filecoin,20000
Badgeholder 1,d6a289df-2b58-4717-9a6d-f9f95a6e6255,"Filecoin Onchain Cloud (FOC) - Verifiable Storage, Retrieval, and Payments",50000
Badgeholder 1,e728ac44-f9fc-4d7b-b8a6-39ad50c75802,SealGuard,25000
Badgeholder 1,f16c41b8-9b64-4cd2-a02a-02e3effc751e,Filscan Explorer,20000
Badgeholder 1,f5d89c28-94fc-4bbe-b761-daafdbb23836,Filecoin Beam,40000
Badgeholder 10,0b4979fd-39c8-451d-a993-11e65910c398,chainfee,38000
Badgeholder 10,1407a021-8b89-40ff-bc7b-de04d960b946,Filecoin Community Service -VenusHub,45000
Badgeholder 10,163ab215-74db-458f-bb91-95d950e28d4b,Filecoin FIPs Tracker,9000
Badgeholder 10,22faefcd-a56d-4560-9573-e6703d441b78,Filet Finance,17000
Badgeholder 10,2d1d635b-d63e-45ae-83a1-d5ebdac6b7b5,Lynx – Storage Provider Retrieval Analytics Platform,21500
Badgeholder 10,4499d1d8-a659-41f0-a8ee-845813d3c316,Blockscout Open Source Filecoin Explorer,10000
Badgeholder 10,53604d52-caf7-4775-800e-788da6f6eace,OrbitChina,45000
Badgeholder 10,5c01c7c2-4c6c-4a05-b3db-c952e2726abe,Boost,13000
Badgeholder 10,6a76818e-f2da-4094-a94d-b781e841c0fa,FilPonto: Public goods chain infrastructure & collaborations support for Filecoin,33000
Badgeholder 10,744d619d-36dc-4fda-9389-8a0a2c1b1b1e,ND Labs,21500
Badgeholder 10,95d06632-35cf-4c8a-883e-5b1dd865edbb,OneForm – SocialCap,500
Badgeholder 10,9ef5342a-8500-41b3-9423-2d05e93c027e,Filecoin Client Implementation - Venus,32000
Badgeholder 10,a6b88855-f0f2-45d0-abe3-a5da9c282564,Filecoin Deal Tool - Droplet,21000
Badgeholder 10,a9a4e608-e6d5-46da-9963-4cd4ae35c372,Crossfi,55000
Badgeholder 10,b5872441-4eb3-4e65-b1af-8fddf990bcc3,filecoin-checker,33000
Badgeholder 10,e6cc730e-b8dd-40f3-933a-3b196bd89018,CIDgravity Filecoin Gateway,10000
Badgeholder 10,e7158e41-c58e-4b5c-af42-4359da146d46,MetaEra,500
Badgeholder 10,f16c41b8-9b64-4cd2-a02a-02e3effc751e,Filscan Explorer,55000
Badgeholder 10,f4976f77-f232-49d3-b605-cfe78eefd10c,Filliquid,50000
Badgeholder 11,06b06e85-3bca-4636-b07c-d0b59e534357,PLDG Dashboard: Developer Analytics for the Protocol Labs Dev Guild,500
Badgeholder 11,0b4979fd-39c8-451d-a993-11e65910c398,chainfee,5000
Badgeholder 11,1104a741-807e-4508-a12f-9e29b40dfac0,iso-filecoin,500
Badgeholder 11,160e0cbc-91cc-4dcd-b720-c3a13183cacf,Fil Implementers WG - Cross-Client Coordination and Governance,500
Badgeholder 11,163ab215-74db-458f-bb91-95d950e28d4b,Filecoin FIPs Tracker,5000
Badgeholder 11,1f64b8a1-bdbe-4068-8711-603b6624fb58,Forest,10000
Badgeholder 11,22b40849-0e03-44bb-8631-f958a061df2e,Beryx Filecoin Explorer,500
Badgeholder 11,22faefcd-a56d-4560-9573-e6703d441b78,Filet Finance,500
Badgeholder 11,23cfaeef-a367-44a9-ad63-3e85a80a839d,py-libp2p: The Python libp2p Stack for Filecoin & IPFS,500
Badgeholder 11,2747e810-1c8a-42dd-9124-ff5f4fa5e6e2,witnesschain,10000
Badgeholder 11,28288464-b209-4206-84ac-d3d47b340169,Spacescope: API service for the Filecoin ecosystem,500
Badgeholder 11,29f7b20b-11b4-4cb0-93fe-07282a101017,BlockseBlock,500
Badgeholder 11,2b37d2df-098e-4212-bdd5-417c0682e942,Filecoin Orbit Bootcamp Africa,500
Badgeholder 11,2bd98798-00fc-4ee2-846b-543627dfae0c,Beryx Filecoin API,500
Badgeholder 11,30131037-cc18-45ff-9ed8-0991c1101373,JZFS - Building Data Hub-and-Spoke Model with Filecoin,10000
Badgeholder 11,306102d4-d22a-41e2-b31e-af28c6dcd136,Lily: blockchain data extraction for Filecoin,500
Badgeholder 11,32c9890d-111f-4652-92ae-4d538018f11c,Secured Finance ,30000
Badgeholder 11,339010d4-e4eb-4e70-ae73-b895740cedce,Guide To Filecoin - Easing the Transition to Filecoin.,5000
Badgeholder 11,36873163-7b77-4e7b-a2f5-dfd375d61a3a,Filecoin Spark,10000
Badgeholder 11,37719aa9-51b2-4ae4-8865-12488f0a623c,go-libp2p,500
Badgeholder 11,3a9d5de6-444d-4fee-a7d0-ce640948848c,Filecoin Kenya Community,500
Badgeholder 11,3ce6595a-fd17-4f39-b951-ed02fb3dc865,drand - the distributed randomness beacon project powering the League of Entropy and Filecoin Leader Election,500
Badgeholder 11,40a6feb3-d63d-4370-a933-f9230cc9afcd,Forest Explorer,500
Badgeholder 11,4499d1d8-a659-41f0-a8ee-845813d3c316,Blockscout Open Source Filecoin Explorer,500
Badgeholder 11,4c103024-a6f6-4419-99ac-f73ae6280d84,FIL-B (FIL Builders) DX and Community,30000
Badgeholder 11,52fb7f13-1706-4551-b5be-b6cb16eed052,Filecoin Community Services,500
Badgeholder 11,534e0e33-cc50-4869-839b-b7995de479a7,Filecoin Orbit Uganda ,500
Badgeholder 11,53604d52-caf7-4775-800e-788da6f6eace,OrbitChina,500
Badgeholder 11,54092e46-ee6a-4098-86f5-daba1886e095,Helia,500
Badgeholder 11,5c01c7c2-4c6c-4a05-b3db-c952e2726abe,Boost,10000
Badgeholder 11,62ab931a-d667-41c4-a9f6-0dd33986675b,Chain.Love,30000
Badgeholder 11,6a76818e-f2da-4094-a94d-b781e841c0fa,FilPonto: Public goods chain infrastructure & collaborations support for Filecoin,30000
Badgeholder 11,6e84f2ca-80a1-4fbc-a168-b7de29124ac9,Metrics for the Filecoin P2P network health,500
Badgeholder 11,6e894c47-b5ce-4631-807c-d7f1e38b45d9,UCAN,10000
Badgeholder 11,6f19ece8-826e-42a8-baaa-7ad7c2cdf85a,万佳社区,500
Badgeholder 11,761584d7-5376-47a0-bf1f-98fe35da3317,Forest Archive,500
Badgeholder 11,7a4b461f-b620-4964-a326-0166e067137a,FIL RetroPGF Data Analysis & Round Modeling,500
Badgeholder 11,7a4f6567-20bf-4ae0-a918-b79ab5ce1758,Multichain Storage,10000
Badgeholder 11,83c9ac2a-38c6-44d9-89f0-7882d806b65e,Filecoin Slack Community Admin,500
Badgeholder 11,86b0976c-3f9f-4d1a-977d-2963c89c23b4,filsnap,500
Badgeholder 11,89eca73c-842a-4f72-86dd-077ab7702669,Eth Transport – Decentralized Civic Infrastructure on Filecoin,10000
Badgeholder 11,8b69af4a-8d42-495e-8d0a-08a0cf9fa1ff,CalibrationNet Stability Project,10000
Badgeholder 11,940de67a-f153-4633-8193-27952a1ac9e3,Ancients Research,10000
Badgeholder 11,99448aa8-08fc-4ada-afce-ff05457fe5b8,Axelar Network,30000
Badgeholder 11,a2097341-9681-4d04-9165-8a5a5006e1cb,FIP 100 Research & Development,30000
Badgeholder 11,a5306256-ea84-45ed-9587-f4f3ed403e6e,Safe on Filecoin,10000
Badgeholder 11,a9a4e608-e6d5-46da-9963-4cd4ae35c372,Crossfi,500
Badgeholder 11,aa897945-b83f-4d99-80a7-e822d18756f5,GainForest: The world’s first community-owned data commons for nature impact,10000
Badgeholder 11,ab06b3a2-2adf-4646-bd61-083707ea5dbd,Filecoin Data Portal,30000
Badgeholder 11,afba8b0b-538e-4095-95cc-dc21d830274a,Filecoin Address Drainer,500
Badgeholder 11,b1b92b46-5ce8-4098-83e3-7c3eb48ee114,Old Faithful,5000
Badgeholder 11,b5872441-4eb3-4e65-b1af-8fddf990bcc3,filecoin-checker,5000
Badgeholder 11,b61f7aa2-9ff4-4238-8cdf-7660bb4e8abd,Curio Snark Market,30000
Badgeholder 11,b967b145-6917-4800-9a29-c9f54746ad0f,FIP Editors - Filecoin Improvement Proposal Governance,10000
Badgeholder 11,c109716c-62fb-44df-acaf-abd7a4a00fcb,B<>rder/ess Developers Program,10000
Badgeholder 11,c5d01928-6cd6-49ef-a075-d1e89391dc19,Lighthouse,10000
Badgeholder 11,cb5ef3e5-c93b-45d3-8c9a-b38a9a8dc3e6,"Oku.trade - Filecoin’s premier DeFi aggregator for deep liquidity, LP management and cross-chain interoperability - 0% fee swaps & bridges.",500
Badgeholder 11,ce89d759-3602-4ca3-92d1-1c109f96d815,Eastore,10000
Badgeholder 11,d165ce6a-7864-43ae-9b5b-0a33ce8e48b1,DevTTY Filecoin Mainnet Bootstrap Nodes,10000
Badgeholder 11,d166b8fe-b505-4686-902b-c7b87ce71b87,FilPunks,5000
Badgeholder 11,d2ca6872-0dc0-4df7-8293-46ec11f6faab,Asia-SPWG,10000
Badgeholder 11,d2e69d18-cb8d-4b23-bd61-7829ec390bcd,ETH-FIL swap,500
Badgeholder 11,d4754591-e080-4a32-be54-3e8008dd0043,Filecoin BigQuery Data Repository,10000
Badgeholder 11,de506e15-2f76-457f-b912-b28d53a6e3fe,Retrieval Tester,500
Badgeholder 11,e0e6962b-0401-4da0-9dba-77a5e616b38f,Filecoin Nigeria,500
Badgeholder 11,e2b9ca9f-265d-40bd-9422-38bfcbae3a8b,FIL LAGOS,500
Badgeholder 11,e728ac44-f9fc-4d7b-b8a6-39ad50c75802,SealGuard,500
Badgeholder 11,f16c41b8-9b64-4cd2-a02a-02e3effc751e,Filscan Explorer,10000
Badgeholder 11,f4976f77-f232-49d3-b605-cfe78eefd10c,Filliquid,500
Badgeholder 11,f744cff9-446b-44be-80a4-cdad54cd6ae9,The Epoch Clock,500
Badgeholder 12,23cfaeef-a367-44a9-ad63-3e85a80a839d,py-libp2p: The Python libp2p Stack for Filecoin & IPFS,10000
Badgeholder 12,37719aa9-51b2-4ae4-8865-12488f0a623c,go-libp2p,10000
Badgeholder 12,3c4ddafc-9700-4415-a1cc-28427437d222,IPFS Public Utilities,10000
Badgeholder 12,3ce6595a-fd17-4f39-b951-ed02fb3dc865,drand - the distributed randomness beacon project powering the League of Entropy and Filecoin Leader Election,20000
Badgeholder 12,54092e46-ee6a-4098-86f5-daba1886e095,Helia,10000
Badgeholder 12,8c95867e-3aeb-4dc4-b8bc-1d448b9317ad,Boxo and Kubo,10000
Badgeholder 12,ab06b3a2-2adf-4646-bd61-083707ea5dbd,Filecoin Data Portal,10000
Badgeholder 12,ac98c17b-6751-4b3b-b8b0-fe3d817c2ad8,IPFS Desktop and Companion,10000
Badgeholder 12,c5d01928-6cd6-49ef-a075-d1e89391dc19,Lighthouse,20000
Badgeholder 12,c9778ce6-1da9-401b-bdd2-2d1e51330ebe,libp2p Community Architecting and Infra Management,10000
Badgeholder 12,d422a481-2cb7-4bf2-836e-4f092bca32c1,Filecoin Ledger App & Installation Hub,20000
Badgeholder 12,de506e15-2f76-457f-b912-b28d53a6e3fe,Retrieval Tester,5000
Badgeholder 12,eb0b4bda-6a6a-47cd-b6b2-41d0b84a49c8,Drips,20000
Badgeholder 13,0b4979fd-39c8-451d-a993-11e65910c398,chainfee,50000
Badgeholder 13,1407a021-8b89-40ff-bc7b-de04d960b946,Filecoin Community Service -VenusHub,10000
Badgeholder 13,163ab215-74db-458f-bb91-95d950e28d4b,Filecoin FIPs Tracker,10000
Badgeholder 13,22faefcd-a56d-4560-9573-e6703d441b78,Filet Finance,3000
Badgeholder 13,2d1d635b-d63e-45ae-83a1-d5ebdac6b7b5,Lynx – Storage Provider Retrieval Analytics Platform,25000
Badgeholder 13,4c103024-a6f6-4419-99ac-f73ae6280d84,FIL-B (FIL Builders) DX and Community,2000
Badgeholder 13,534e0e33-cc50-4869-839b-b7995de479a7,Filecoin Orbit Uganda ,2000
Badgeholder 13,53604d52-caf7-4775-800e-788da6f6eace,OrbitChina,20000
Badgeholder 13,5833634b-d194-41bc-ad77-f2707e3c704f,IPFS及Filecoin价值资讯传递（南山居士Hill）,2000
Badgeholder 13,6a76818e-f2da-4094-a94d-b781e841c0fa,FilPonto: Public goods chain infrastructure & collaborations support for Filecoin,2000
Badgeholder 13,6f19ece8-826e-42a8-baaa-7ad7c2cdf85a,万佳社区,2000
Badgeholder 13,744d619d-36dc-4fda-9389-8a0a2c1b1b1e,ND Labs,20000
Badgeholder 13,7a2776ec-ce9a-4654-bec4-fcfd5d8417ba,FilOz – Advancing the Filecoin Protocol,2000
Badgeholder 13,7a4b461f-b620-4964-a326-0166e067137a,FIL RetroPGF Data Analysis & Round Modeling,3000
Badgeholder 13,827b4d7d-dd9a-4608-8d90-9085b9aa3f3b,fil-miner-info.safematrix,10000
Badgeholder 13,8f034a68-515e-4c03-b2e6-2f8269115cd3,Curio Storage,2000
Badgeholder 13,9332241c-1ecf-4bd3-9f86-d95318a56dcf,Curio Dashboard,1000
Badgeholder 13,940de67a-f153-4633-8193-27952a1ac9e3,Ancients Research,30000
Badgeholder 13,95d06632-35cf-4c8a-883e-5b1dd865edbb,OneForm – SocialCap,30000
Badgeholder 13,9ef5342a-8500-41b3-9423-2d05e93c027e,Filecoin Client Implementation - Venus,25000
Badgeholder 13,a6b88855-f0f2-45d0-abe3-a5da9c282564,Filecoin Deal Tool - Droplet,30000
Badgeholder 13,a9a4e608-e6d5-46da-9963-4cd4ae35c372,Crossfi,45000
Badgeholder 13,b5872441-4eb3-4e65-b1af-8fddf990bcc3,filecoin-checker,60000
Badgeholder 13,c109716c-62fb-44df-acaf-abd7a4a00fcb,B<>rder/ess Developers Program,2000
Badgeholder 13,c5d01928-6cd6-49ef-a075-d1e89391dc19,Lighthouse,2000
Badgeholder 13,d166b8fe-b505-4686-902b-c7b87ce71b87,FilPunks,20000
Badgeholder 13,d2ca6872-0dc0-4df7-8293-46ec11f6faab,Asia-SPWG,40000
Badgeholder 13,e6cc730e-b8dd-40f3-933a-3b196bd89018,CIDgravity Filecoin Gateway,2000
Badgeholder 13,e7158e41-c58e-4b5c-af42-4359da146d46,MetaEra,10000
Badgeholder 13,eb0b4bda-6a6a-47cd-b6b2-41d0b84a49c8,Drips,3000
Badgeholder 13,f16c41b8-9b64-4cd2-a02a-02e3effc751e,Filscan Explorer,25000
Badgeholder 13,f4976f77-f232-49d3-b605-cfe78eefd10c,Filliquid,20000
Badgeholder 14,1407a021-8b89-40ff-bc7b-de04d960b946,Filecoin Community Service -VenusHub,2000
Badgeholder 14,1855e0c8-6176-4492-9966-535738b38084,Cuview,20000
Badgeholder 14,1f64b8a1-bdbe-4068-8711-603b6624fb58,Forest,30000
Badgeholder 14,22b40849-0e03-44bb-8631-f958a061df2e,Beryx Filecoin Explorer,25000
Badgeholder 14,2d1d635b-d63e-45ae-83a1-d5ebdac6b7b5,Lynx – Storage Provider Retrieval Analytics Platform,20000
Badgeholder 14,306102d4-d22a-41e2-b31e-af28c6dcd136,Lily: blockchain data extraction for Filecoin,20000
Badgeholder 14,37719aa9-51b2-4ae4-8865-12488f0a623c,go-libp2p,2000
Badgeholder 14,40a6feb3-d63d-4370-a933-f9230cc9afcd,Forest Explorer,500
Badgeholder 14,4499d1d8-a659-41f0-a8ee-845813d3c316,Blockscout Open Source Filecoin Explorer,3000
Badgeholder 14,53604d52-caf7-4775-800e-788da6f6eace,OrbitChina,25000
Badgeholder 14,62ab931a-d667-41c4-a9f6-0dd33986675b,Chain.Love,1000
Badgeholder 14,744d619d-36dc-4fda-9389-8a0a2c1b1b1e,ND Labs,50000
Badgeholder 14,761584d7-5376-47a0-bf1f-98fe35da3317,Forest Archive,2000
Badgeholder 14,7a2776ec-ce9a-4654-bec4-fcfd5d8417ba,FilOz – Advancing the Filecoin Protocol,50000
Badgeholder 14,827b4d7d-dd9a-4608-8d90-9085b9aa3f3b,fil-miner-info.safematrix,10000
Badgeholder 14,83c9ac2a-38c6-44d9-89f0-7882d806b65e,Filecoin Slack Community Admin,1000
Badgeholder 14,8c95867e-3aeb-4dc4-b8bc-1d448b9317ad,Boxo and Kubo,5000
Badgeholder 14,8d43236b-7b9a-4559-b9e2-d9c1e6613df4,"Lotus, Builtin Actors, and ref-FVM - Core Filecoin Protocol Implementations",20000
Badgeholder 14,8f034a68-515e-4c03-b2e6-2f8269115cd3,Curio Storage,30000
Badgeholder 14,95d06632-35cf-4c8a-883e-5b1dd865edbb,OneForm – SocialCap,5000
Badgeholder 14,a6b88855-f0f2-45d0-abe3-a5da9c282564,Filecoin Deal Tool - Droplet,1000
Badgeholder 14,a9a4e608-e6d5-46da-9963-4cd4ae35c372,Crossfi,50000
Badgeholder 14,ab06b3a2-2adf-4646-bd61-083707ea5dbd,Filecoin Data Portal,4000
Badgeholder 14,b61f7aa2-9ff4-4238-8cdf-7660bb4e8abd,Curio Snark Market,2000
Badgeholder 14,d166b8fe-b505-4686-902b-c7b87ce71b87,FilPunks,500
Badgeholder 14,d2ca6872-0dc0-4df7-8293-46ec11f6faab,Asia-SPWG,25000
Badgeholder 14,d6a289df-2b58-4717-9a6d-f9f95a6e6255,"Filecoin Onchain Cloud (FOC) - Verifiable Storage, Retrieval, and Payments",50000
Badgeholder 14,e7158e41-c58e-4b5c-af42-4359da146d46,MetaEra,1000
Badgeholder 14,f16c41b8-9b64-4cd2-a02a-02e3effc751e,Filscan Explorer,5000
Badgeholder 14,f4976f77-f232-49d3-b605-cfe78eefd10c,Filliquid,50000
Badgeholder 15,2bd98798-00fc-4ee2-846b-543627dfae0c,Beryx Filecoin API,10000
Badgeholder 15,32c9890d-111f-4652-92ae-4d538018f11c,Secured Finance ,30000
Badgeholder 15,392b614d-683f-44a6-a7c5-020ce1c2dcbe,Filosign,10000
Badgeholder 15,4c103024-a6f6-4419-99ac-f73ae6280d84,FIL-B (FIL Builders) DX and Community,50000
Badgeholder 15,54092e46-ee6a-4098-86f5-daba1886e095,Helia,10000
Badgeholder 15,62ab931a-d667-41c4-a9f6-0dd33986675b,Chain.Love,10000
Badgeholder 15,6a76818e-f2da-4094-a94d-b781e841c0fa,FilPonto: Public goods chain infrastructure & collaborations support for Filecoin,25000
Badgeholder 15,6e894c47-b5ce-4631-807c-d7f1e38b45d9,UCAN,15000
Badgeholder 15,744d619d-36dc-4fda-9389-8a0a2c1b1b1e,ND Labs,20000
Badgeholder 15,7a2776ec-ce9a-4654-bec4-fcfd5d8417ba,FilOz – Advancing the Filecoin Protocol,25000
Badgeholder 15,83c9ac2a-38c6-44d9-89f0-7882d806b65e,Filecoin Slack Community Admin,10000
Badgeholder 15,86b0976c-3f9f-4d1a-977d-2963c89c23b4,filsnap,20000
Badgeholder 15,8b69af4a-8d42-495e-8d0a-08a0cf9fa1ff,CalibrationNet Stability Project,10000
Badgeholder 15,8c95867e-3aeb-4dc4-b8bc-1d448b9317ad,Boxo and Kubo,10000
Badgeholder 15,8d43236b-7b9a-4559-b9e2-d9c1e6613df4,"Lotus, Builtin Actors, and ref-FVM - Core Filecoin Protocol Implementations",10000
Badgeholder 15,8f034a68-515e-4c03-b2e6-2f8269115cd3,Curio Storage,50000
Badgeholder 15,9a7fb291-1c0a-48fc-9e38-756139545663,Keypo,20000
Badgeholder 15,a5306256-ea84-45ed-9587-f4f3ed403e6e,Safe on Filecoin,10000
Badgeholder 15,ab06b3a2-2adf-4646-bd61-083707ea5dbd,Filecoin Data Portal,20000
Badgeholder 15,c9778ce6-1da9-401b-bdd2-2d1e51330ebe,libp2p Community Architecting and Infra Management,20000
Badgeholder 15,d6a289df-2b58-4717-9a6d-f9f95a6e6255,"Filecoin Onchain Cloud (FOC) - Verifiable Storage, Retrieval, and Payments",100000
Badgeholder 15,eb0b4bda-6a6a-47cd-b6b2-41d0b84a49c8,Drips,10000
Badgeholder 15,f16c41b8-9b64-4cd2-a02a-02e3effc751e,Filscan Explorer,15000
Badgeholder 16,1aa8d1d9-4d73-43d8-93ee-2d833c95689d,MUSE,6000
Badgeholder 16,306102d4-d22a-41e2-b31e-af28c6dcd136,Lily: blockchain data extraction for Filecoin,40000
Badgeholder 16,37719aa9-51b2-4ae4-8865-12488f0a623c,go-libp2p,40000
Badgeholder 16,4c103024-a6f6-4419-99ac-f73ae6280d84,FIL-B (FIL Builders) DX and Community,80000
Badgeholder 16,54092e46-ee6a-4098-86f5-daba1886e095,Helia,15000
Badgeholder 16,6e894c47-b5ce-4631-807c-d7f1e38b45d9,UCAN,40000
Badgeholder 16,7a2776ec-ce9a-4654-bec4-fcfd5d8417ba,FilOz – Advancing the Filecoin Protocol,10000
Badgeholder 16,7a4b461f-b620-4964-a326-0166e067137a,FIL RetroPGF Data Analysis & Round Modeling,2000
Badgeholder 16,80c92010-ca1d-4b17-ac1d-8bb3d998b750,Open Source Observer (OSO),30000
Badgeholder 16,86b0976c-3f9f-4d1a-977d-2963c89c23b4,filsnap,15000
Badgeholder 16,8c95867e-3aeb-4dc4-b8bc-1d448b9317ad,Boxo and Kubo,15000
Badgeholder 16,8d43236b-7b9a-4559-b9e2-d9c1e6613df4,"Lotus, Builtin Actors, and ref-FVM - Core Filecoin Protocol Implementations",15000
Badgeholder 16,9ef5342a-8500-41b3-9423-2d05e93c027e,Filecoin Client Implementation - Venus,30000
Badgeholder 16,ab06b3a2-2adf-4646-bd61-083707ea5dbd,Filecoin Data Portal,80000
Badgeholder 16,ac98c17b-6751-4b3b-b8b0-fe3d817c2ad8,IPFS Desktop and Companion,55000
Badgeholder 16,d4754591-e080-4a32-be54-3e8008dd0043,Filecoin BigQuery Data Repository,2000
Badgeholder 16,d6a289df-2b58-4717-9a6d-f9f95a6e6255,"Filecoin Onchain Cloud (FOC) - Verifiable Storage, Retrieval, and Payments",10000
Badgeholder 16,eb0b4bda-6a6a-47cd-b6b2-41d0b84a49c8,Drips,25000
Badgeholder 17,04075bb8-3220-4e24-85fe-91595b81548c,CIDgravity Nextcloud App,2560
Badgeholder 17,06b06e85-3bca-4636-b07c-d0b59e534357,PLDG Dashboard: Developer Analytics for the Protocol Labs Dev Guild,810
Badgeholder 17,0b4979fd-39c8-451d-a993-11e65910c398,chainfee,2560
Badgeholder 17,1104a741-807e-4508-a12f-9e29b40dfac0,iso-filecoin,2560
Badgeholder 17,1407a021-8b89-40ff-bc7b-de04d960b946,Filecoin Community Service -VenusHub,810
Badgeholder 17,160e0cbc-91cc-4dcd-b720-c3a13183cacf,Fil Implementers WG - Cross-Client Coordination and Governance,52201
Badgeholder 17,1aa8d1d9-4d73-43d8-93ee-2d833c95689d,MUSE,500
Badgeholder 17,1f64b8a1-bdbe-4068-8711-603b6624fb58,Forest,2560
Badgeholder 17,22b40849-0e03-44bb-8631-f958a061df2e,Beryx Filecoin Explorer,2560
Badgeholder 17,23cfaeef-a367-44a9-ad63-3e85a80a839d,py-libp2p: The Python libp2p Stack for Filecoin & IPFS,810
Badgeholder 17,2747e810-1c8a-42dd-9124-ff5f4fa5e6e2,witnesschain,810
Badgeholder 17,28288464-b209-4206-84ac-d3d47b340169,Spacescope: API service for the Filecoin ecosystem,2560
Badgeholder 17,2ac959e8-673b-4a20-a94e-907c4c3e74c9,Curio Smart Cordon & Restart System,810
Badgeholder 17,2bd98798-00fc-4ee2-846b-543627dfae0c,Beryx Filecoin API,2560
Badgeholder 17,2d1d635b-d63e-45ae-83a1-d5ebdac6b7b5,Lynx – Storage Provider Retrieval Analytics Platform,500
Badgeholder 17,306102d4-d22a-41e2-b31e-af28c6dcd136,Lily: blockchain data extraction for Filecoin,6250
Badgeholder 17,32c9890d-111f-4652-92ae-4d538018f11c,Secured Finance ,31641
Badgeholder 17,36873163-7b77-4e7b-a2f5-dfd375d61a3a,Filecoin Spark,4100
Badgeholder 17,37719aa9-51b2-4ae4-8865-12488f0a623c,go-libp2p,6250
Badgeholder 17,392b614d-683f-44a6-a7c5-020ce1c2dcbe,Filosign,2560
Badgeholder 17,3c4ddafc-9700-4415-a1cc-28427437d222,IPFS Public Utilities,12960
Badgeholder 17,3ce6595a-fd17-4f39-b951-ed02fb3dc865,drand - the distributed randomness beacon project powering the League of Entropy and Filecoin Leader Election,6250
Badgeholder 17,40a6feb3-d63d-4370-a933-f9230cc9afcd,Forest Explorer,810
Badgeholder 17,4499d1d8-a659-41f0-a8ee-845813d3c316,Blockscout Open Source Filecoin Explorer,810
Badgeholder 17,470f9413-79eb-4908-956d-4cf13b80903c,Filmint,500
Badgeholder 17,4c103024-a6f6-4419-99ac-f73ae6280d84,FIL-B (FIL Builders) DX and Community,40960
Badgeholder 17,52fb7f13-1706-4551-b5be-b6cb16eed052,Filecoin Community Services,6250
Badgeholder 17,54092e46-ee6a-4098-86f5-daba1886e095,Helia,4100
Badgeholder 17,5a90aa6b-868d-431d-bd42-78964b253bc3,FilDOS,810
Badgeholder 17,5c01c7c2-4c6c-4a05-b3db-c952e2726abe,Boost,2560
Badgeholder 17,62ab931a-d667-41c4-a9f6-0dd33986675b,Chain.Love,6250
Badgeholder 17,6a76818e-f2da-4094-a94d-b781e841c0fa,FilPonto: Public goods chain infrastructure & collaborations support for Filecoin,6250
Badgeholder 17,6e84f2ca-80a1-4fbc-a168-b7de29124ac9,Metrics for the Filecoin P2P network health,2560
Badgeholder 17,6e894c47-b5ce-4631-807c-d7f1e38b45d9,UCAN,2560
Badgeholder 17,744d619d-36dc-4fda-9389-8a0a2c1b1b1e,ND Labs,2560
Badgeholder 17,761584d7-5376-47a0-bf1f-98fe35da3317,Forest Archive,2560
Badgeholder 17,7a2776ec-ce9a-4654-bec4-fcfd5d8417ba,FilOz – Advancing the Filecoin Protocol,24010
Badgeholder 17,7a4b461f-b620-4964-a326-0166e067137a,FIL RetroPGF Data Analysis & Round Modeling,810
Badgeholder 17,7bd72c4a-542f-4232-8917-e13aebbe73c6,Root Key Holder management portal,2560
Badgeholder 17,80c92010-ca1d-4b17-ac1d-8bb3d998b750,Open Source Observer (OSO),2560
Badgeholder 17,83c9ac2a-38c6-44d9-89f0-7882d806b65e,Filecoin Slack Community Admin,810
Badgeholder 17,86b0976c-3f9f-4d1a-977d-2963c89c23b4,filsnap,2560
Badgeholder 17,8b69af4a-8d42-495e-8d0a-08a0cf9fa1ff,CalibrationNet Stability Project,2560
Badgeholder 17,8d43236b-7b9a-4559-b9e2-d9c1e6613df4,"Lotus, Builtin Actors, and ref-FVM - Core Filecoin Protocol Implementations",12960
Badgeholder 17,8f034a68-515e-4c03-b2e6-2f8269115cd3,Curio Storage,31641
Badgeholder 17,918dcaeb-7b42-4ebf-90af-d292d3e46833,MYRAD,810
Badgeholder 17,9332241c-1ecf-4bd3-9f86-d95318a56dcf,Curio Dashboard,810
